# 各営業日の状態と、その日の寄り時点で有効だった active_stop（§11）。 引き上げた STOP を当日の安値へ遡って適用していないことがここで確認できる。
code,signal_date,day_offset,date,state,open,high,low,close,volume,active_stop,holding_high,reference_high,warning_low,unrealized_pct
9104,2026-03-25,17,2026-04-20,WARNING,6252.0000,6284.0000,6090.0000,6106.0000,3467600,6179.5422,6952.0000,6952.0000,6556.0000,-8.4685
464A,2026-04-17,0,2026-04-20,INITIAL_HOLD,2675.0000,2740.0000,2596.0000,2659.0000,2674500,2483.5200,2675.0000,,,-0.5981
464A,2026-04-17,1,2026-04-21,INITIAL_HOLD,2690.0000,2771.0000,2650.0000,2750.0000,2367700,2483.5200,2740.0000,,,2.8037
464A,2026-04-17,2,2026-04-22,TREND_HOLD,2783.0000,2793.0000,2652.0000,2669.0000,2316600,2483.5200,2771.0000,,,-0.2243
464A,2026-04-17,3,2026-04-23,WARNING,2686.0000,2726.0000,2501.0000,2582.0000,2098400,2483.5200,2793.0000,2793.0000,2652.0000,-3.4766
464A,2026-04-17,4,2026-04-24,WARNING,2570.0000,2630.0000,2477.0000,2580.0000,2251800,2483.5200,2793.0000,2793.0000,2652.0000,-3.5514
6361,2026-04-20,0,2026-04-21,INITIAL_HOLD,5165.5724,5177.5090,5086.9896,5109.8682,1813400,4882.4106,5165.5724,,,-1.0784
6361,2026-04-20,1,2026-04-22,INITIAL_HOLD,5159.6040,5442.1040,5143.6885,5442.1040,4481500,4882.4106,5177.5090,,,5.3534
6361,2026-04-20,2,2026-04-23,TREND_HOLD,5361.5317,5371.4788,5195.4137,5280.9595,3450000,4882.4106,5442.1040,,,2.2338
6361,2026-04-20,3,2026-04-24,WARNING,5432.1566,5432.1566,5241.1707,5275.9858,2647100,4882.4106,5442.1040,5442.1040,5195.4137,2.1375
6361,2026-04-20,4,2026-04-27,WARNING,5341.6372,5448.0721,5203.3714,5417.2358,2855200,4882.4106,5442.1040,5442.1040,5195.4137,4.8719
6361,2026-04-20,5,2026-04-28,TREND_HOLD,5485.8715,5533.6180,5393.3627,5394.3574,4089500,5169.4366,5448.0721,,,4.4290
6361,2026-04-20,6,2026-04-30,WARNING,5493.8290,5508.7498,5244.1548,5298.8643,3556400,5169.4366,5533.6180,5533.6180,5393.3627,2.5804
6361,2026-04-20,7,2026-05-01,WARNING,5314.7800,5327.7114,5214.3135,5214.3135,1790600,5169.4366,5533.6180,5533.6180,5393.3627,0.9436
6361,2026-04-20,8,2026-05-07,WARNING,5711.6724,5910.6161,5621.1531,5732.5615,6871600,5169.4366,5533.6180,5533.6180,5393.3627,10.9763
6361,2026-04-20,9,2026-05-08,TREND_HOLD,5718.6357,5832.0335,5607.2272,5719.6304,3325300,5188.2419,5910.6161,,,10.7260
6361,2026-04-20,10,2026-05-11,TREND_HOLD,5769.3664,5923.5477,5594.2959,5870.8276,3410800,5188.2419,5910.6161,,,13.6530
6361,2026-04-20,11,2026-05-12,TREND_HOLD,5913.6006,6040.9246,5766.3823,5810.1499,2567100,5188.2419,5923.5477,,,12.4783
6361,2026-04-20,12,2026-05-13,WARNING,5636.0740,5747.4824,5614.1901,5709.6831,2217500,5188.2419,6040.9246,6040.9246,5766.3823,10.5334
6361,2026-04-20,13,2026-05-14,WARNING,5766.3821,5863.8645,5696.7518,5698.7412,3227300,5188.2419,6040.9246,6040.9246,5766.3823,10.3216
6361,2026-04-20,14,2026-05-15,WARNING,5788.2658,5860.8802,5416.2412,5503.7764,5374800,5188.2419,6040.9246,6040.9246,5766.3823,6.5473
6361,2026-04-20,15,2026-05-18,WARNING,5503.7762,5620.1582,5251.1178,5320.7480,4428300,5188.2419,6040.9246,6040.9246,5766.3823,3.0040
6361,2026-04-20,16,2026-05-19,WARNING,5369.4897,5425.1939,5093.9527,5125.7837,3194200,5188.2419,6040.9246,6040.9246,5766.3823,-0.7703
6361,2026-04-20,17,2026-05-20,CLOSED,4953.6974,5026.3118,4844.2784,4908.9351,4155100,5188.2419,6040.9246,6040.9246,5766.3823,-4.9682
6383,2026-04-20,0,2026-04-21,INITIAL_HOLD,6417.9592,6453.7582,6365.2552,6371.2217,1198000,6240.4215,6417.9592,,,-0.7282
6383,2026-04-20,1,2026-04-22,INITIAL_HOLD,6281.7243,6344.3724,6225.0426,6332.4395,1422100,6240.4215,6453.7582,,,-1.3325
6976,2026-04-22,0,2026-04-23,INITIAL_HOLD,6190.0000,6260.0000,5970.0000,6208.0000,3416600,5986.9150,6190.0000,,,0.2908
6525,2026-04-27,0,2026-04-28,INITIAL_HOLD,6673.0000,6742.0000,6451.0000,6512.0000,4414000,6477.4500,6673.0000,,,-2.4127
6645,2026-05-22,0,2026-05-25,INITIAL_HOLD,5680.0000,5771.0000,5600.0000,5641.0000,1302000,5236.6850,5680.0000,,,-0.6866
6645,2026-05-22,1,2026-05-26,INITIAL_HOLD,5643.0000,5680.0000,5454.0000,5495.0000,1399400,5236.6850,5771.0000,,,-3.2570
6645,2026-05-22,2,2026-05-27,INITIAL_HOLD,5536.0000,5616.0000,5364.0000,5382.0000,1455300,5236.6850,5771.0000,,,-5.2465
6645,2026-05-22,3,2026-05-28,INITIAL_HOLD,5367.0000,5644.0000,5326.0000,5597.0000,2118300,5236.6850,5771.0000,,,-1.4613
6645,2026-05-22,4,2026-05-29,INITIAL_HOLD,5778.0000,5867.0000,5672.0000,5744.0000,1864800,5236.6850,5771.0000,,,1.1268
6645,2026-05-22,5,2026-06-01,INITIAL_HOLD,5899.0000,6197.0000,5897.0000,6076.0000,2333900,5236.6850,5867.0000,,,6.9718
6645,2026-05-22,6,2026-06-02,TREND_HOLD,6030.0000,6042.0000,5758.0000,5833.0000,1888000,5236.6850,6197.0000,,,2.6937
6645,2026-05-22,7,2026-06-03,WARNING,5933.0000,6278.0000,5930.0000,6192.0000,1680500,5236.6850,6197.0000,6197.0000,5758.0000,9.0141
6645,2026-05-22,8,2026-06-04,TREND_HOLD,6112.0000,6383.0000,6072.0000,6232.0000,2013100,5729.2100,6278.0000,,,9.7183
6645,2026-05-22,9,2026-06-05,TREND_HOLD,6379.0000,6379.0000,6072.0000,6162.0000,1244500,5729.2100,6383.0000,,,8.4859
6645,2026-05-22,10,2026-06-08,WARNING,5865.0000,5942.0000,5725.0000,5862.0000,1989800,5729.2100,6383.0000,6383.0000,6072.0000,3.2042
6645,2026-05-22,11,2026-06-09,CLOSED,5925.0000,5959.0000,5619.0000,5746.0000,1563100,5729.2100,6383.0000,6383.0000,6072.0000,1.1620
6645,2026-05-22,12,2026-06-10,CLOSED,5677.0000,5677.0000,5436.0000,5487.0000,1863200,5729.2100,6383.0000,6383.0000,6072.0000,-3.3979
6645,2026-05-22,13,2026-06-11,CLOSED,5321.0000,5749.0000,5294.0000,5578.0000,2726700,5729.2100,6383.0000,6383.0000,6072.0000,-1.7958
6645,2026-05-22,14,2026-06-12,CLOSED,5772.0000,5780.0000,5479.0000,5490.0000,1738200,5729.2100,6383.0000,6383.0000,6072.0000,-3.3451
6645,2026-05-22,15,2026-06-15,CLOSED,5590.0000,5821.0000,5500.0000,5812.0000,1281600,5729.2100,6383.0000,6383.0000,6072.0000,2.3239
6645,2026-05-22,16,2026-06-16,CLOSED,5789.0000,5834.0000,5665.0000,5696.0000,1018100,5729.2100,6383.0000,6383.0000,6072.0000,0.2817
6645,2026-05-22,17,2026-06-17,CLOSED,5496.0000,5694.0000,5370.0000,5620.0000,1552300,5729.2100,6383.0000,6383.0000,6072.0000,-1.0563
6645,2026-05-22,18,2026-06-18,CLOSED,5799.0000,5923.0000,5717.0000,5830.0000,1417400,5729.2100,6383.0000,6383.0000,6072.0000,2.6408
6645,2026-05-22,19,2026-06-19,CLOSED,5892.0000,6158.0000,5846.0000,6134.0000,2561600,5729.2100,6383.0000,6383.0000,6072.0000,7.9930
6645,2026-05-22,20,2026-06-22,CLOSED,6195.0000,6240.0000,6060.0000,6101.0000,1170500,5729.2100,6383.0000,6383.0000,6072.0000,7.4120
6645,2026-05-22,21,2026-06-23,CLOSED,6119.0000,6136.0000,5764.0000,5764.0000,1462700,5729.2100,6383.0000,6383.0000,6072.0000,1.4789
6645,2026-05-22,22,2026-06-24,CLOSED,5750.0000,5842.0000,5660.0000,5697.0000,917900,5729.2100,6383.0000,6383.0000,6072.0000,0.2993
6645,2026-05-22,23,2026-06-25,CLOSED,5847.0000,5899.0000,5729.0000,5831.0000,977900,5729.2100,6383.0000,6383.0000,6072.0000,2.6585
6645,2026-05-22,24,2026-06-26,CLOSED,5738.0000,5756.0000,5502.0000,5612.0000,1567100,5729.2100,6383.0000,6383.0000,6072.0000,-1.1972
6645,2026-05-22,25,2026-06-29,CLOSED,5620.0000,5653.0000,5474.0000,5653.0000,1217000,5729.2100,6383.0000,6383.0000,6072.0000,-0.4754
6645,2026-05-22,26,2026-06-30,CLOSED,5762.0000,5896.0000,5713.0000,5800.0000,1427000,5729.2100,6383.0000,6383.0000,6072.0000,2.1127
6645,2026-05-22,27,2026-07-01,CLOSED,5984.0000,6064.0000,5907.0000,6002.0000,1308500,5729.2100,6383.0000,6383.0000,6072.0000,5.6690
6645,2026-05-22,28,2026-07-02,CLOSED,5882.0000,6080.0000,5865.0000,5885.0000,1294100,5729.2100,6383.0000,6383.0000,6072.0000,3.6092
6645,2026-05-22,29,2026-07-03,CLOSED,5841.0000,6064.0000,5761.0000,6056.0000,1556800,5729.2100,6383.0000,6383.0000,6072.0000,6.6197
6645,2026-05-22,30,2026-07-06,CLOSED,6000.0000,6197.0000,5906.0000,6174.0000,1337200,5729.2100,6383.0000,6383.0000,6072.0000,8.6972
6645,2026-05-22,31,2026-07-07,CLOSED,6001.0000,6111.0000,5792.0000,5810.0000,1683100,5729.2100,6383.0000,6383.0000,6072.0000,2.2887
6645,2026-05-22,32,2026-07-08,CLOSED,5650.0000,5828.0000,5588.0000,5719.0000,1295800,5729.2100,6383.0000,6383.0000,6072.0000,0.6866
6645,2026-05-22,33,2026-07-09,CLOSED,5738.0000,5884.0000,5706.0000,5866.0000,1257000,5729.2100,6383.0000,6383.0000,6072.0000,3.2746
6645,2026-05-22,34,2026-07-10,CLOSED,5983.0000,6131.0000,5959.0000,6010.0000,1629900,5729.2100,6383.0000,6383.0000,6072.0000,5.8099
6645,2026-05-22,35,2026-07-13,CLOSED,6013.0000,6016.0000,5596.0000,5623.0000,1289400,5729.2100,6383.0000,6383.0000,6072.0000,-1.0035
6645,2026-05-22,36,2026-07-14,CLOSED,5556.0000,5661.0000,5462.0000,5632.0000,1175900,5729.2100,6383.0000,6383.0000,6072.0000,-0.8451
6645,2026-05-22,37,2026-07-15,CLOSED,5702.0000,5736.0000,5633.0000,5698.0000,750900,5729.2100,6383.0000,6383.0000,6072.0000,0.3169
6645,2026-05-22,38,2026-07-16,CLOSED,5600.0000,5852.0000,5553.0000,5594.0000,1664900,5729.2100,6383.0000,6383.0000,6072.0000,-1.5141
6645,2026-05-22,39,2026-07-17,CLOSED,5468.0000,5477.0000,5158.0000,5309.0000,1442800,5729.2100,6383.0000,6383.0000,6072.0000,-6.5317
6594,2026-05-29,0,2026-06-01,INITIAL_HOLD,2800.0000,2922.0000,2759.0000,2899.0000,9153500,2633.7650,2800.0000,,,3.5357
6594,2026-05-29,1,2026-06-02,TREND_HOLD,2850.0000,2920.0000,2734.0000,2815.0000,8886400,2633.7650,2922.0000,,,0.5357
6594,2026-05-29,2,2026-06-03,WARNING,2835.0000,2878.0000,2785.0000,2859.0000,6307300,2633.7650,2922.0000,2922.0000,2734.0000,2.1071
6594,2026-05-29,3,2026-06-04,WARNING,2809.0000,2873.0000,2782.0000,2864.0000,3983300,2633.7650,2922.0000,2922.0000,2734.0000,2.2857
6594,2026-05-29,4,2026-06-05,WARNING,2800.0000,2823.0000,2752.0000,2773.0000,4703700,2633.7650,2922.0000,2922.0000,2734.0000,-0.9643
6594,2026-05-29,5,2026-06-08,WARNING,2580.0000,2683.0000,2567.0000,2605.0000,7353600,2633.7650,2922.0000,2922.0000,2734.0000,-6.9643
7182,2026-06-09,0,2026-06-10,INITIAL_HOLD,3188.0000,3248.0000,3164.0000,3177.0000,7149700,3033.7550,3188.0000,,,-0.3450
7182,2026-06-09,1,2026-06-11,INITIAL_HOLD,3085.0000,3113.0000,3060.0000,3096.0000,7855800,3033.7550,3248.0000,,,-2.8858
7182,2026-06-09,2,2026-06-12,INITIAL_HOLD,3164.0000,3255.0000,3152.0000,3211.0000,10026900,3033.7550,3248.0000,,,0.7215
7182,2026-06-09,3,2026-06-15,INITIAL_HOLD,3250.0000,3308.0000,3198.0000,3198.0000,6274400,3033.7550,3255.0000,,,0.3137
7182,2026-06-09,4,2026-06-16,INITIAL_HOLD,3165.0000,3183.0000,3110.0000,3170.0000,6960200,3033.7550,3308.0000,,,-0.5646
7182,2026-06-09,5,2026-06-17,INITIAL_HOLD,3188.0000,3235.0000,3125.0000,3125.0000,6055800,3033.7550,3308.0000,,,-1.9762
7182,2026-06-09,6,2026-06-18,INITIAL_HOLD,3234.0000,3296.0000,3215.0000,3296.0000,8672100,3033.7550,3308.0000,,,3.3877
7182,2026-06-09,7,2026-06-19,TREND_HOLD,3263.0000,3287.0000,3186.0000,3190.0000,7403100,3033.7550,3308.0000,,,0.0627
7182,2026-06-09,8,2026-06-22,WARNING,3194.0000,3286.0000,3183.0000,3269.0000,4310800,3033.7550,3308.0000,3308.0000,3186.0000,2.5408
7182,2026-06-09,9,2026-06-23,WARNING,3291.0000,3293.0000,3210.0000,3210.0000,5299900,3033.7550,3308.0000,3308.0000,3186.0000,0.6901
7182,2026-06-09,10,2026-06-24,WARNING,3239.0000,3242.0000,3072.0000,3101.0000,6660300,3033.7550,3308.0000,3308.0000,3186.0000,-2.7290
7182,2026-06-09,11,2026-06-25,WARNING,3084.0000,3100.0000,3042.0000,3050.0000,7012300,3033.7550,3308.0000,3308.0000,3186.0000,-4.3287
7182,2026-06-09,12,2026-06-26,WARNING,3060.0000,3092.0000,3046.0000,3069.0000,6799100,3033.7550,3308.0000,3308.0000,3186.0000,-3.7327
7182,2026-06-09,13,2026-06-29,WARNING,3069.0000,3089.0000,3031.0000,3078.0000,5252300,3033.7550,3308.0000,3308.0000,3186.0000,-3.4504
8306,2026-06-12,0,2026-06-15,INITIAL_HOLD,3231.0000,3327.0000,3225.0000,3242.0000,56006100,3064.6000,3231.0000,,,0.3405
8306,2026-06-12,1,2026-06-16,INITIAL_HOLD,3225.0000,3236.0000,3186.0000,3228.0000,38818500,3064.6000,3327.0000,,,-0.0929
8306,2026-06-12,2,2026-06-17,INITIAL_HOLD,3266.0000,3312.0000,3260.0000,3272.0000,42080800,3064.6000,3327.0000,,,1.2690
8306,2026-06-12,3,2026-06-18,INITIAL_HOLD,3324.0000,3394.0000,3317.0000,3374.0000,49472400,3064.6000,3327.0000,,,4.4259
8306,2026-06-12,4,2026-06-19,TREND_HOLD,3370.0000,3371.0000,3258.0000,3278.0000,53414800,3064.6000,3394.0000,,,1.4547
8306,2026-06-12,5,2026-06-22,WARNING,3242.0000,3335.0000,3239.0000,3333.0000,26077100,3064.6000,3394.0000,3394.0000,3258.0000,3.1569
8306,2026-06-12,6,2026-06-23,WARNING,3336.0000,3343.0000,3265.0000,3267.0000,31972100,3064.6000,3394.0000,3394.0000,3258.0000,1.1142
8306,2026-06-12,7,2026-06-24,WARNING,3291.0000,3292.0000,3201.0000,3205.0000,28539300,3064.6000,3394.0000,3394.0000,3258.0000,-0.8047
8306,2026-06-12,8,2026-06-25,WARNING,3275.0000,3276.0000,3211.0000,3233.0000,26463100,3064.6000,3394.0000,3394.0000,3258.0000,0.0619
8306,2026-06-12,9,2026-06-26,WARNING,3240.0000,3285.0000,3220.0000,3245.0000,27483000,3064.6000,3394.0000,3394.0000,3258.0000,0.4333
8306,2026-06-12,10,2026-06-29,WARNING,3245.0000,3267.0000,3180.0000,3211.0000,30642500,3064.6000,3394.0000,3394.0000,3258.0000,-0.6190
8306,2026-06-12,11,2026-06-30,WARNING,3238.0000,3257.0000,3207.0000,3207.0000,28320000,3064.6000,3394.0000,3394.0000,3258.0000,-0.7428
8306,2026-06-12,12,2026-07-01,WARNING,3215.0000,3267.0000,3215.0000,3247.0000,21862400,3064.6000,3394.0000,3394.0000,3258.0000,0.4952
8306,2026-06-12,13,2026-07-02,WARNING,3282.0000,3338.0000,3255.0000,3306.0000,34768500,3064.6000,3394.0000,3394.0000,3258.0000,2.3213
8306,2026-06-12,14,2026-07-03,WARNING,3325.0000,3337.0000,3298.0000,3326.0000,24679200,3064.6000,3394.0000,3394.0000,3258.0000,2.9403
8306,2026-06-12,15,2026-07-06,WARNING,3314.0000,3370.0000,3294.0000,3370.0000,25810800,3064.6000,3394.0000,3394.0000,3258.0000,4.3021
8306,2026-06-12,16,2026-07-07,WARNING,3430.0000,3518.0000,3426.0000,3446.0000,53306500,3064.6000,3394.0000,3394.0000,3258.0000,6.6543
8306,2026-06-12,17,2026-07-08,TREND_HOLD,3455.0000,3474.0000,3401.0000,3433.0000,35858100,3164.1000,3518.0000,,,6.2519
8306,2026-06-12,18,2026-07-09,WARNING,3399.0000,3424.0000,3381.0000,3414.0000,26333100,3164.1000,3518.0000,3518.0000,3401.0000,5.6639
8306,2026-06-12,19,2026-07-10,WARNING,3468.0000,3478.0000,3410.0000,3461.0000,35147200,3164.1000,3518.0000,3518.0000,3401.0000,7.1185
8306,2026-06-12,20,2026-07-13,WARNING,3487.0000,3564.0000,3486.0000,3541.0000,43079600,3164.1000,3518.0000,3518.0000,3401.0000,9.5946
8306,2026-06-12,21,2026-07-14,TREND_HOLD,3511.0000,3600.0000,3501.0000,3600.0000,53200600,3364.0950,3564.0000,,,11.4206
8306,2026-06-12,22,2026-07-15,TREND_HOLD,3656.0000,3733.0000,3642.0000,3697.0000,51178000,3364.0950,3600.0000,,,14.4228
8306,2026-06-12,23,2026-07-16,TREND_HOLD,3678.0000,3697.0000,3625.0000,3629.0000,38374000,3364.0950,3733.0000,,,12.3182
8306,2026-06-12,24,2026-07-17,WARNING,3614.0000,3618.0000,3411.0000,3473.0000,59061500,3364.0950,3733.0000,3733.0000,3625.0000,7.4899
8306,2026-06-12,25,2026-07-21,WARNING,3519.0000,3580.0000,3473.0000,3580.0000,48029100,3364.0950,3733.0000,3733.0000,3625.0000,10.8016
8306,2026-06-12,26,2026-07-22,WARNING,3599.0000,3685.0000,3573.0000,3668.0000,40200900,3364.0950,3733.0000,3733.0000,3625.0000,13.5252
8306,2026-06-12,27,2026-07-23,WARNING,3626.0000,3778.0000,3625.0000,3750.0000,58063100,3364.0950,3733.0000,3733.0000,3625.0000,16.0631
8306,2026-06-12,28,2026-07-24,TREND_HOLD,3680.0000,3774.0000,3676.0000,3754.0000,43056500,3393.9450,3778.0000,,,16.1869
8306,2026-06-12,29,2026-07-27,TREND_HOLD,3770.0000,3813.0000,3760.0000,3799.0000,46560000,3393.9450,3778.0000,,,17.5797
8306,2026-06-12,30,2026-07-28,TREND_HOLD,3760.0000,3770.0000,3630.0000,3661.0000,58207600,3393.9450,3813.0000,,,13.3086
8306,2026-06-12,31,2026-07-29,WARNING,3645.0000,3674.0000,3560.0000,3647.0000,47015600,3393.9450,3813.0000,3813.0000,3630.0000,12.8753
8306,2026-06-12,32,2026-07-30,WARNING,3560.0000,3581.0000,3514.0000,3525.0000,46700500,3393.9450,3813.0000,3813.0000,3630.0000,9.0994
8306,2026-06-12,33,2026-07-31,WARNING,3595.0000,3615.0000,3523.0000,3571.0000,50098300,3393.9450,3813.0000,3813.0000,3630.0000,10.5231
8306,2026-06-12,34,2026-08-03,WARNING,3530.0000,3573.0000,3426.0000,3567.0000,53159300,3393.9450,3813.0000,3813.0000,3630.0000,10.3993
8306,2026-06-12,35,2026-08-04,WARNING,3465.0000,3528.0000,3444.0000,3470.0000,49373000,3393.9450,3813.0000,3813.0000,3630.0000,7.3971
8306,2026-06-12,36,2026-08-05,WARNING,3480.0000,3558.0000,3449.0000,3541.0000,41588500,3393.9450,3813.0000,3813.0000,3630.0000,9.5946
8306,2026-06-12,37,2026-08-06,WARNING,3541.0000,3603.0000,3538.0000,3574.0000,35721200,3393.9450,3813.0000,3813.0000,3630.0000,10.6159
8306,2026-06-12,38,2026-08-07,WARNING,3601.0000,3603.0000,3546.0000,3564.0000,39170600,3393.9450,3813.0000,3813.0000,3630.0000,10.3064
8306,2026-06-12,39,2026-08-10,WARNING,3550.0000,3551.0000,3479.0000,3510.0000,30256700,3393.9450,3813.0000,3813.0000,3630.0000,8.6351
8308,2026-06-12,0,2026-06-15,INITIAL_HOLD,2210.5000,2277.5000,2201.0000,2203.0000,9965300,2079.0525,2210.5000,,,-0.3393
8308,2026-06-12,1,2026-06-16,TREND_HOLD,2170.5000,2171.0000,2108.5000,2144.5000,11756200,2079.0525,2277.5000,,,-2.9857
8308,2026-06-12,2,2026-06-17,WARNING,2222.5000,2232.5000,2160.5000,2161.5000,10336500,2079.0525,2277.5000,2277.5000,2108.5000,-2.2167
8308,2026-06-12,3,2026-06-18,WARNING,2230.0000,2263.5000,2206.0000,2256.0000,12098800,2079.0525,2277.5000,2277.5000,2108.5000,2.0584
8308,2026-06-12,4,2026-06-19,WARNING,2255.0000,2270.0000,2193.0000,2196.0000,14315100,2079.0525,2277.5000,2277.5000,2108.5000,-0.6560
8308,2026-06-12,5,2026-06-22,WARNING,2150.0000,2238.5000,2150.0000,2230.0000,7169400,2079.0525,2277.5000,2277.5000,2108.5000,0.8822
8308,2026-06-12,6,2026-06-23,WARNING,2260.0000,2261.0000,2162.0000,2162.0000,9423000,2079.0525,2277.5000,2277.5000,2108.5000,-2.1941
8308,2026-06-12,7,2026-06-24,WARNING,2170.5000,2179.5000,2108.5000,2121.0000,7015000,2079.0525,2277.5000,2277.5000,2108.5000,-4.0489
8308,2026-06-12,8,2026-06-25,WARNING,2155.0000,2156.5000,2098.0000,2107.0000,8404300,2079.0525,2277.5000,2277.5000,2108.5000,-4.6822
8308,2026-06-12,9,2026-06-26,WARNING,2116.0000,2146.0000,2078.5000,2102.0000,6949600,2079.0525,2277.5000,2277.5000,2108.5000,-4.9084
6752,2026-07-06,0,2026-07-07,INITIAL_HOLD,4560.0000,4587.0000,4353.0000,4400.0000,14299000,4340.1900,4560.0000,,,-3.5088
6752,2026-07-06,1,2026-07-08,INITIAL_HOLD,4260.0000,4458.0000,4250.0000,4333.0000,13708200,4340.1900,4587.0000,,,-4.9781
2644,2026-07-09,0,2026-07-10,INITIAL_HOLD,4857.0000,4977.0000,4716.0000,4851.0000,3052937,4455.6100,4857.0000,,,-0.1235
2644,2026-07-09,1,2026-07-13,INITIAL_HOLD,4849.0000,5010.0000,4683.0000,4728.0000,1959598,4455.6100,4977.0000,,,-2.6560
2644,2026-07-09,2,2026-07-14,INITIAL_HOLD,4648.0000,4778.0000,4588.0000,4739.0000,1785900,4455.6100,5010.0000,,,-2.4295
2644,2026-07-09,3,2026-07-15,INITIAL_HOLD,4809.0000,4937.0000,4765.0000,4917.0000,2370179,4455.6100,5010.0000,,,1.2353
2644,2026-07-09,4,2026-07-16,TREND_HOLD,4777.0000,4777.0000,4588.0000,4671.0000,2576410,4455.6100,5010.0000,,,-3.8295
2644,2026-07-09,5,2026-07-17,WARNING,4335.0000,4377.0000,4078.0000,4233.0000,3457096,4455.6100,5010.0000,5010.0000,4588.0000,-12.8474
7202,2026-07-15,0,2026-07-16,INITIAL_HOLD,2340.5000,2354.0000,2325.5000,2327.5000,1940100,2294.4700,2340.5000,,,-0.5554
7202,2026-07-15,1,2026-07-17,INITIAL_HOLD,2329.5000,2355.0000,2283.0000,2323.5000,2629700,2294.4700,2354.0000,,,-0.7263
8308,2026-07-15,0,2026-07-16,INITIAL_HOLD,2367.0000,2389.5000,2346.5000,2354.0000,7591400,2304.9175,2367.0000,,,-0.5492
8308,2026-07-15,1,2026-07-17,INITIAL_HOLD,2350.0000,2361.0000,2197.0000,2224.5000,9857100,2304.9175,2389.5000,,,-6.0203
9502,2026-07-15,0,2026-07-16,INITIAL_HOLD,3070.0000,3089.0000,3011.0000,3022.0000,2913600,2941.2200,3070.0000,,,-1.5635
9502,2026-07-15,1,2026-07-17,INITIAL_HOLD,2952.0000,2989.5000,2798.5000,2863.0000,9574000,2941.2200,3089.0000,,,-6.7427
1802,2026-07-22,0,2026-07-23,INITIAL_HOLD,3235.0000,3275.0000,3225.0000,3272.0000,1919100,3130.2700,3235.0000,,,1.1437
1802,2026-07-22,1,2026-07-24,INITIAL_HOLD,3259.0000,3294.0000,3243.0000,3284.0000,1837000,3130.2700,3275.0000,,,1.5147
1802,2026-07-22,2,2026-07-27,INITIAL_HOLD,3315.0000,3336.0000,3276.0000,3331.0000,1693600,3130.2700,3294.0000,,,2.9675
1802,2026-07-22,3,2026-07-28,INITIAL_HOLD,3300.0000,3317.0000,3223.0000,3273.0000,1909900,3130.2700,3336.0000,,,1.1747
1802,2026-07-22,4,2026-07-29,INITIAL_HOLD,3325.0000,3343.0000,3234.0000,3263.0000,3156200,3130.2700,3336.0000,,,0.8655
1802,2026-07-22,5,2026-07-30,INITIAL_HOLD,3228.0000,3297.0000,3190.0000,3227.0000,3196300,3130.2700,3343.0000,,,-0.2473
1802,2026-07-22,6,2026-07-31,INITIAL_HOLD,3220.0000,3239.0000,3146.0000,3164.0000,4235300,3130.2700,3343.0000,,,-2.1947
1802,2026-07-22,7,2026-08-03,INITIAL_HOLD,3150.0000,3155.0000,3028.0000,3114.0000,1986200,3130.2700,3343.0000,,,-3.7403
