# 各営業日の状態と、その日の寄り時点で有効だった active_stop（§11）。 引き上げた STOP を当日の安値へ遡って適用していないことがここで確認できる。
code,signal_date,day_offset,date,state,open,high,low,close,volume,active_stop,holding_high,reference_high,warning_low,unrealized_pct
9104,2026-03-09,8,2026-03-23,WARNING,6722.0790,6724.0462,6242.0710,6277.4814,9151800,5880.0583,7205.0378,7205.0378,6849.9499,6.9012
9104,2026-03-09,9,2026-03-24,WARNING,6332.5644,6404.3689,6210.5951,6305.0229,5787300,5880.0583,7205.0378,7205.0378,6849.9499,7.3702
9104,2026-03-09,10,2026-03-25,WARNING,6481.0914,6488.9604,6234.2021,6425.0249,4874700,5880.0583,7205.0378,7205.0378,6849.9499,9.4137
9104,2026-03-09,11,2026-03-26,WARNING,6670.9308,6790.9328,6571.5849,6749.6206,6889100,5880.0583,7205.0378,7205.0378,6849.9499,14.9414
9104,2026-03-09,12,2026-03-27,WARNING,6792.8997,6937.4923,6666.9960,6907.0000,6052600,5880.0583,7205.0378,7205.0378,6849.9499,17.6214
9104,2026-03-09,13,2026-03-30,WARNING,6700.0000,6810.0000,6655.0000,6763.0000,5120000,5880.0583,7205.0378,7205.0378,6849.9499,15.1692
9104,2026-03-09,14,2026-03-31,WARNING,6750.0000,6799.0000,6496.0000,6496.0000,5733700,5880.0583,7205.0378,7205.0378,6849.9499,10.6224
9104,2026-03-09,15,2026-04-01,WARNING,6492.0000,6518.0000,6200.0000,6498.0000,11491900,5880.0583,7205.0378,7205.0378,6849.9499,10.6564
9104,2026-03-09,16,2026-04-02,WARNING,6787.0000,6842.0000,6481.0000,6603.0000,7006300,5880.0583,7205.0378,7205.0378,6849.9499,12.4445
9104,2026-03-09,17,2026-04-03,WARNING,6801.0000,6808.0000,6667.0000,6766.0000,4470300,5880.0583,7205.0378,7205.0378,6849.9499,15.2203
9104,2026-03-09,18,2026-04-06,WARNING,6844.0000,6948.0000,6762.0000,6851.0000,5201800,5880.0583,7205.0378,7205.0378,6849.9499,16.6678
9104,2026-03-09,19,2026-04-07,WARNING,6850.0000,6952.0000,6792.0000,6870.0000,4607500,5880.0583,7205.0378,7205.0378,6849.9499,16.9914
9104,2026-03-09,20,2026-04-08,WARNING,6890.0000,6912.0000,6556.0000,6593.0000,10196700,5880.0583,7205.0378,7205.0378,6849.9499,12.2742
9104,2026-03-09,21,2026-04-09,WARNING,6655.0000,6716.0000,6580.0000,6631.0000,5595300,5880.0583,7205.0378,7205.0378,6849.9499,12.9213
9104,2026-03-09,22,2026-04-10,WARNING,6600.0000,6604.0000,6423.0000,6473.0000,5396300,5880.0583,7205.0378,7205.0378,6849.9499,10.2307
9104,2026-03-09,23,2026-04-13,WARNING,6500.0000,6596.0000,6382.0000,6387.0000,4063300,5880.0583,7205.0378,7205.0378,6849.9499,8.7662
9104,2026-03-09,24,2026-04-14,WARNING,6300.0000,6475.0000,6248.0000,6408.0000,3725600,5880.0583,7205.0378,7205.0378,6849.9499,9.1238
9104,2026-03-09,25,2026-04-15,WARNING,6434.0000,6448.0000,6231.0000,6362.0000,4716800,5880.0583,7205.0378,7205.0378,6849.9499,8.3405
9104,2026-03-09,26,2026-04-16,WARNING,6300.0000,6433.0000,6267.0000,6380.0000,3442200,5880.0583,7205.0378,7205.0378,6849.9499,8.6470
9104,2026-03-09,27,2026-04-17,WARNING,6394.0000,6419.0000,6305.0000,6307.0000,2317900,5880.0583,7205.0378,7205.0378,6849.9499,7.4039
9104,2026-03-09,28,2026-04-20,WARNING,6252.0000,6284.0000,6090.0000,6106.0000,3467600,5880.0583,7205.0378,7205.0378,6849.9499,3.9810
9104,2026-03-09,29,2026-04-21,WARNING,6100.0000,6140.0000,6018.0000,6088.0000,2305800,5880.0583,7205.0378,7205.0378,6849.9499,3.6744
9104,2026-03-09,30,2026-04-22,WARNING,6100.0000,6156.0000,6051.0000,6089.0000,2322000,5880.0583,7205.0378,7205.0378,6849.9499,3.6915
9104,2026-03-09,31,2026-04-23,WARNING,6051.0000,6155.0000,5921.0000,5999.0000,2752600,5880.0583,7205.0378,7205.0378,6849.9499,2.1588
9104,2026-03-09,32,2026-04-24,WARNING,6088.0000,6187.0000,6064.0000,6122.0000,2819100,5880.0583,7205.0378,7205.0378,6849.9499,4.2534
9104,2026-03-09,33,2026-04-27,WARNING,5950.0000,5950.0000,5761.0000,5773.0000,4504600,5880.0583,7205.0378,7205.0378,6849.9499,-1.6898
9104,2026-03-09,34,2026-04-28,CLOSED,5812.0000,6039.0000,5775.0000,5965.0000,4200100,5880.0583,7205.0378,7205.0378,6849.9499,1.5798
9104,2026-03-09,35,2026-04-30,CLOSED,6000.0000,6127.0000,5765.0000,5935.0000,7661200,5880.0583,7205.0378,7205.0378,6849.9499,1.0689
9104,2026-03-09,36,2026-05-01,CLOSED,5890.0000,5992.0000,5789.0000,5917.0000,3181100,5880.0583,7205.0378,7205.0378,6849.9499,0.7624
9104,2026-03-09,37,2026-05-07,CLOSED,5817.0000,5980.0000,5723.0000,5870.0000,4481600,5880.0583,7205.0378,7205.0378,6849.9499,-0.0380
9104,2026-03-09,38,2026-05-08,CLOSED,5796.0000,5810.0000,5676.0000,5774.0000,3681700,5880.0583,7205.0378,7205.0378,6849.9499,-1.6728
9104,2026-03-09,39,2026-05-11,CLOSED,5676.0000,5898.0000,5676.0000,5802.0000,3547900,5880.0583,7205.0378,7205.0378,6849.9499,-1.1959
9104,2026-03-09,40,2026-05-12,CLOSED,5783.0000,5971.0000,5751.0000,5846.0000,2624200,5880.0583,7205.0378,7205.0378,6849.9499,-0.4467
9104,2026-03-09,41,2026-05-13,CLOSED,5804.0000,5989.0000,5762.0000,5873.0000,2542200,5880.0583,7205.0378,7205.0378,6849.9499,0.0131
9104,2026-03-09,42,2026-05-14,CLOSED,5886.0000,5901.0000,5794.0000,5901.0000,2998100,5880.0583,7205.0378,7205.0378,6849.9499,0.4900
9104,2026-03-09,43,2026-05-15,CLOSED,5850.0000,5925.0000,5809.0000,5863.0000,2388400,5880.0583,7205.0378,7205.0378,6849.9499,-0.1572
9104,2026-03-09,44,2026-05-18,CLOSED,5861.0000,5942.0000,5823.0000,5851.0000,2312700,5880.0583,7205.0378,7205.0378,6849.9499,-0.3615
9104,2026-03-09,45,2026-05-19,CLOSED,5839.0000,5888.0000,5813.0000,5824.0000,2194000,5880.0583,7205.0378,7205.0378,6849.9499,-0.8213
9104,2026-03-09,46,2026-05-20,CLOSED,5794.0000,5810.0000,5680.0000,5795.0000,2967900,5880.0583,7205.0378,7205.0378,6849.9499,-1.3152
9104,2026-03-09,47,2026-05-21,CLOSED,5827.0000,5828.0000,5703.0000,5709.0000,2182800,5880.0583,7205.0378,7205.0378,6849.9499,-2.7797
9104,2026-03-09,48,2026-05-22,CLOSED,5648.0000,5705.0000,5589.0000,5650.0000,2208700,5880.0583,7205.0378,7205.0378,6849.9499,-3.7844
9104,2026-03-25,0,2026-03-26,INITIAL_HOLD,6670.9308,6790.9328,6571.5849,6749.6206,6889100,6179.5422,6670.9308,,,1.1796
9104,2026-03-25,1,2026-03-27,TREND_HOLD,6792.8997,6937.4923,6666.9960,6907.0000,6052600,6179.5422,6790.9328,,,3.5388
9104,2026-03-25,2,2026-03-30,TREND_HOLD,6700.0000,6810.0000,6655.0000,6763.0000,5120000,6179.5422,6937.4923,,,1.3802
9104,2026-03-25,3,2026-03-31,TREND_HOLD,6750.0000,6799.0000,6496.0000,6496.0000,5733700,6179.5422,6937.4923,,,-2.6223
9104,2026-03-25,4,2026-04-01,WARNING,6492.0000,6518.0000,6200.0000,6498.0000,11491900,6179.5422,6937.4923,6937.4923,6496.0000,-2.5923
9104,2026-03-25,5,2026-04-02,WARNING,6787.0000,6842.0000,6481.0000,6603.0000,7006300,6179.5422,6937.4923,6937.4923,6496.0000,-1.0183
9104,2026-03-25,6,2026-04-03,WARNING,6801.0000,6808.0000,6667.0000,6766.0000,4470300,6179.5422,6937.4923,6937.4923,6496.0000,1.4251
9104,2026-03-25,7,2026-04-06,WARNING,6844.0000,6948.0000,6762.0000,6851.0000,5201800,6179.5422,6937.4923,6937.4923,6496.0000,2.6993
9104,2026-03-25,8,2026-04-07,TREND_HOLD,6850.0000,6952.0000,6792.0000,6870.0000,4607500,6179.5422,6948.0000,,,2.9841
9104,2026-03-25,9,2026-04-08,TREND_HOLD,6890.0000,6912.0000,6556.0000,6593.0000,10196700,6179.5422,6952.0000,,,-1.1682
9104,2026-03-25,10,2026-04-09,WARNING,6655.0000,6716.0000,6580.0000,6631.0000,5595300,6179.5422,6952.0000,6952.0000,6556.0000,-0.5986
9104,2026-03-25,11,2026-04-10,WARNING,6600.0000,6604.0000,6423.0000,6473.0000,5396300,6179.5422,6952.0000,6952.0000,6556.0000,-2.9671
9104,2026-03-25,12,2026-04-13,WARNING,6500.0000,6596.0000,6382.0000,6387.0000,4063300,6179.5422,6952.0000,6952.0000,6556.0000,-4.2562
9104,2026-03-25,13,2026-04-14,WARNING,6300.0000,6475.0000,6248.0000,6408.0000,3725600,6179.5422,6952.0000,6952.0000,6556.0000,-3.9414
9104,2026-03-25,14,2026-04-15,WARNING,6434.0000,6448.0000,6231.0000,6362.0000,4716800,6179.5422,6952.0000,6952.0000,6556.0000,-4.6310
9104,2026-03-25,15,2026-04-16,WARNING,6300.0000,6433.0000,6267.0000,6380.0000,3442200,6179.5422,6952.0000,6952.0000,6556.0000,-4.3612
9104,2026-03-25,16,2026-04-17,WARNING,6394.0000,6419.0000,6305.0000,6307.0000,2317900,6179.5422,6952.0000,6952.0000,6556.0000,-5.4555
