# 注記: *_from_close はシグナル日終値が基準。日足確定後に判定する運用ではその終値で買うことは実際には不可能であり、比較用の基準にすぎない。 *_from_next_open は翌営業日始値が基準の参考値であって売買ルールではない。 本ファイルはイベントスタディの観察結果であり、収益バックテストではない。
date,code,name,sector,asset_type,themes,watch_priority,is_leader,entry_reason,range_start_date,range_end_date,range_days,range_lower,range_upper,range_width_pct,signal_close,position_in_range,last_lower_touch_date,days_from_touch_to_signal,lower_touch_count,ma25,ma_direction,ma_slope_pct,ma_deviation_pct,higher_highs,higher_lows,volume_state,volume_range_vs_pre_ratio,prev_high,breakout_pct_vs_prev_high,initial_stop,stop_distance_pct_from_close,shape,outcome,fwd5_max_gain_pct_from_close,fwd5_max_loss_pct_from_close,fwd10_max_gain_pct_from_close,fwd10_max_loss_pct_from_close,fwd5_reached_range_upper,fwd10_reached_range_upper,fwd5_broke_range_upper,fwd10_broke_range_upper,fwd5_hit_stop,fwd10_hit_stop,days_to_stop,fwd5_days_to_max_gain,fwd10_days_to_max_gain,forward_complete,forward_bars_available,next_open,gap_pct,fwd5_max_gain_pct_from_next_open,fwd5_max_loss_pct_from_next_open,fwd10_max_gain_pct_from_next_open,fwd10_max_loss_pct_from_next_open,stop_distance_pct_from_next_open,fwd5_hit_stop_from_next_open,fwd10_hit_stop_from_next_open,signal_index
2026-03-09,9104,商船三井,海運業,stock,造船・海運,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.3%）＋反発確認（終値 5,863円 > 前日高値 5,860円）。必ず日足を人間が確認する",2026-03-03,2026-03-09,5,5676.4876,6060.1007,6.7579,5863.3760,0.4872,2026-03-06,1,2,5318.0556,up,4.7076,10.2541,true,true,neutral,0.8337,5860.4253,0.0503,5648.1052,3.6714,A_ideal,reached_upper,5.3515,-1.7950,22.8821,-1.7950,true,true,true,true,false,false,,2,8,true,104,5872.2289,0.1510,5.1926,-1.9430,22.6968,-1.9430,3.8167,false,false,138
2026-03-25,9104,商船三井,海運業,stock,造船・海運,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.5%）＋反発確認（終値 6,425円 > 前日高値 6,404円）。必ず日足を人間が確認する",2026-03-23,2026-03-25,3,6210.5951,6724.0462,8.2673,6425.0249,0.4176,2026-03-24,0,1,5893.8684,up,5.4388,9.0120,true,true,contracting,0.4706,6404.3689,0.3225,6179.5422,3.8207,A_ideal,reached_upper,7.9761,-3.5023,8.2019,-3.5023,true,true,true,true,false,false,,2,9,true,93,6670.9308,3.8273,3.9959,-7.0594,4.2133,-7.0594,7.3661,false,false,149
2026-03-25,9502,中部電力,電気・ガス業,stock,電力・エネルギーインフラ,A,true,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +5.9%）＋反発確認（終値 2,582円 > 前日高値 2,535円）。必ず日足を人間が確認する",2026-03-16,2026-03-25,7,2438.1971,2650.8364,8.7212,2582.2590,0.6775,2026-03-23,2,2,2517.4311,up,0.0675,2.5752,true,true,neutral,1.0925,2534.8960,1.8684,2426.0061,6.0510,B_late,reached_upper,6.3410,-1.9679,10.4847,-1.9679,true,true,true,true,false,false,,5,10,true,93,2584.2323,0.0764,6.2598,-2.0428,10.4003,-2.0428,6.1228,false,false,149
2026-04-06,4063,信越化学,化学,stock,半導体・生成AI,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.3%）＋反発確認（終値 6,523円 > 前日高値 6,471円）。必ず日足を人間が確認する",2026-04-01,2026-04-06,4,6313.0000,6613.0000,4.7521,6523.0000,0.7000,2026-04-01,2,1,6249.0313,up,1.7228,4.3842,false,true,contracting,0.6309,6471.0000,0.8036,6281.4350,3.7033,B_late,reached_upper,3.2194,-2.1463,7.2513,-2.1463,true,true,true,true,false,false,,2,9,true,85,6571.0000,0.7359,2.4654,-2.8611,6.4678,-2.8611,4.4067,false,false,157
2026-04-17,464A,QPSホールディングス,情報・通信業,stock,宇宙・衛星,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +6.0%）＋反発確認（終値 2,647円 > 前日高値 2,644円）。必ず日足を人間が確認する",2026-04-15,2026-04-17,3,2496.0000,2745.0000,9.9760,2647.0000,0.6064,2026-04-15,2,1,2431.4800,up,5.0333,8.8637,true,true,contracting,0.5826,2644.0000,0.1135,2483.5200,6.1760,A_ideal,stopped_out,5.5157,-6.4224,5.5157,-9.1802,true,true,true,true,true,true,5,3,3,true,76,2675.0000,1.0578,4.4112,-7.4019,4.4112,-10.1308,7.1581,true,true,166
2026-04-20,6361,荏原,機械,stock,機械・設備投資,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +4.0%）＋反発確認（終値 5,104円 > 前日高値 5,088円）。必ず日足を人間が確認する",2026-04-16,2026-04-20,3,4906.9453,5216.3028,6.3045,5103.8999,0.6367,2026-04-17,1,1,4726.3842,up,0.2820,7.9874,true,false,neutral,0.9895,5087.9840,0.3128,4882.4106,4.3396,A_ideal,reached_upper,6.7433,-0.3313,15.8059,-0.3313,true,true,true,true,false,false,,5,9,true,75,5165.5724,1.2083,5.4689,-1.5213,14.4233,-1.5213,5.4817,false,false,167
2026-04-20,6383,ダイフク,機械,stock,機械・設備投資,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +2.2%）＋反発確認（終値 6,410円 > 前日高値 6,384円）。必ず日足を人間が確認する",2026-04-13,2026-04-20,6,6271.7804,6614.8539,5.4701,6410.0039,0.4029,2026-04-17,1,2,5944.1799,up,2.6367,7.8366,true,false,neutral,0.9220,6384.1490,0.4050,6240.4215,2.6456,A_ideal,stopped_out,2.4046,-2.8855,17.5458,-2.8855,false,true,false,true,true,true,2,5,10,true,75,6417.9592,0.1241,2.2777,-3.0059,17.4001,-3.0059,2.7663,true,true,167
2026-04-21,8002,丸紅,卸売業,stock,商社・資源,A,true,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +2.8%）＋反発確認（終値 6,001円 > 前日高値 5,973円）。必ず日足を人間が確認する",2026-04-10,2026-04-21,8,5838.0000,6071.0000,3.9911,6001.0000,0.6996,2026-04-17,0,2,5800.0467,up,1.7414,3.4647,false,false,neutral,0.9037,5973.0000,0.4688,5808.8100,3.2026,B_late,stopped_out,1.7497,-3.4828,2.6496,-10.8315,true,true,true,true,true,true,2,5,7,true,74,5956.0000,-0.7499,2.5185,-2.7535,3.4251,-10.1578,2.4713,true,true,168
2026-04-22,6976,太陽誘電,電気機器,stock,電子部品・AI端末,A,true,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +4.1%）＋反発確認（終値 6,264円 > 前日高値 6,254円）。必ず日足を人間が確認する",2026-04-20,2026-04-22,3,6017.0000,6409.0000,6.5149,6264.0000,0.6301,2026-04-21,0,1,4776.9197,up,10.1691,31.1305,true,false,contracting,0.5854,6254.0000,0.1599,5986.9150,4.4235,A_ideal,stopped_out,6.6092,-4.6935,11.6858,-4.6935,true,true,true,true,true,true,1,5,10,true,73,6190.0000,-1.1814,7.8837,-3.5541,13.0210,-3.5541,3.2809,true,true,169
2026-04-23,6301,コマツ,機械,stock,機械・設備投資,B,true,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +2.3%）＋反発確認（終値 6,970円 > 前日高値 6,912円）。必ず日足を人間が確認する",2026-04-20,2026-04-23,4,6813.0000,7039.0000,3.3172,6970.0000,0.6947,2026-04-22,0,2,6574.6966,up,0.3905,6.0125,true,true,contracting,0.6945,6912.0000,0.8391,6778.9350,2.7412,B_late,stopped_out,5.4950,-6.8436,5.4950,-7.6901,true,true,true,true,true,true,2,3,3,true,72,7070.0000,1.4347,4.0028,-8.1612,4.0028,-8.9958,4.1169,true,true,170
2026-04-27,6525,KOKUSAI ELECTRIC,電気機器,stock,半導体・生成AI,A,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.4%）＋反発確認（終値 6,731円 > 前日高値 6,730円）。必ず日足を人間が確認する",2026-04-23,2026-04-27,3,6510.0000,6885.0000,5.7604,6731.0000,0.5893,2026-04-23,2,1,6112.0684,up,4.6601,10.1264,true,false,contracting,0.7178,6730.0000,0.0149,6477.4500,3.7669,A_ideal,stopped_out,9.3151,-6.4626,13.6681,-11.7516,true,true,true,true,true,true,1,5,6,true,70,6673.0000,-0.8617,10.2652,-5.6496,14.6561,-10.9846,2.9305,true,true,172
2026-04-27,8306,三菱UFJ,銀行業,stock,銀行・金利上昇,A,true,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +2.7%）＋反発確認（終値 2,788円 > 前日高値 2,783円）。必ず日足を人間が確認する",2026-04-22,2026-04-27,4,2715.0000,2824.0000,4.0147,2788.0000,0.6697,2026-04-27,0,2,2780.9654,up,1.3032,0.2530,true,true,neutral,0.9116,2783.0000,0.1797,2701.4250,3.1053,B_late,reached_upper,3.7123,-1.2195,5.8644,-1.2195,true,true,true,true,false,false,,4,10,true,70,2821.0000,1.1836,2.4991,-2.3750,4.6260,-2.3750,4.2387,false,false,172
2026-05-22,6645,オムロン,電気機器,stock,電子部品・AI端末,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +4.1%）＋反発確認（終値 5,480円 > 前日高値 5,470円）。必ず日足を人間が確認する",2026-05-18,2026-05-22,5,5263.0000,5758.0000,9.4053,5480.0000,0.4384,2026-05-20,2,1,5468.5200,up,3.1602,0.2099,true,true,contracting,0.6790,5470.0000,0.1828,5236.6850,4.4401,A_ideal,reached_upper,7.0620,-2.8102,16.4781,-2.8102,true,true,false,true,false,false,,5,9,true,55,5680.0000,3.6496,3.2923,-6.2324,12.3768,-6.2324,7.8048,false,false,187
2026-05-29,6594,ニデック,電気機器,stock,電子部品・AI端末,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +5.5%）＋反発確認（終値 2,792円 > 前日高値 2,721円）。必ず日足を人間が確認する",2026-05-22,2026-05-29,6,2647.0000,2883.0000,8.9158,2792.0000,0.6144,2026-05-28,1,2,2589.6400,up,3.9565,7.8142,true,true,contracting,0.7908,2721.0000,2.6093,2633.7650,5.6674,A_ideal,stopped_out,4.6562,-2.0774,4.6562,-10.0645,true,true,true,true,false,true,6,1,1,true,50,2800.0000,0.2865,4.3571,-2.3571,4.3571,-10.3214,5.9370,false,true,192
2026-06-09,7182,ゆうちょ銀行,銀行業,stock,銀行・金利上昇,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.4%）＋反発確認（終値 3,154円 > 前日高値 3,145円）。必ず日足を人間が確認する",2026-06-05,2026-06-09,3,3049.0000,3277.0000,7.4779,3154.0000,0.4605,2026-06-08,1,1,2991.8800,up,3.9714,5.4187,true,true,neutral,0.9179,3145.0000,0.2862,3033.7550,3.8125,A_ideal,reached_upper,4.8827,-2.9803,4.8827,-2.9803,true,true,false,true,false,false,,4,4,true,43,3188.0000,1.0780,3.7641,-4.0151,3.7641,-4.0151,4.8383,false,false,199
2026-06-12,8306,三菱UFJ,銀行業,stock,銀行・金利上昇,A,true,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +2.7%）＋反発確認（終値 3,162円 > 前日高値 3,148円）。必ず日足を人間が確認する",2026-06-04,2026-06-12,7,3080.0000,3305.0000,7.3052,3162.0000,0.3644,2026-06-11,1,2,3053.3200,up,2.2429,3.5594,true,true,neutral,1.1728,3148.0000,0.4447,3064.6000,3.0803,A_ideal,reached_upper,7.3371,0.7590,7.3371,0.7590,true,true,true,true,false,false,,4,4,true,40,3231.0000,2.1822,5.0449,-1.3928,5.0449,-1.3928,5.1501,false,false,202
