# 注記: *_from_close はシグナル日終値が基準。日足確定後に判定する運用ではその終値で買うことは実際には不可能であり、比較用の基準にすぎない。 *_from_next_open は翌営業日始値が基準の参考値であって売買ルールではない。 本ファイルはイベントスタディの観察結果であり、収益バックテストではない。
date,code,name,sector,asset_type,themes,watch_priority,is_leader,entry_reason,range_start_date,range_end_date,range_days,range_lower,range_upper,range_width_pct,signal_close,position_in_range,last_lower_touch_date,days_from_touch_to_signal,lower_touch_count,ma25,ma_direction,ma_slope_pct,ma_deviation_pct,higher_highs,higher_lows,volume_state,volume_range_vs_pre_ratio,prev_high,breakout_pct_vs_prev_high,initial_stop,stop_distance_pct_from_close,shape,outcome,fwd5_max_gain_pct_from_close,fwd5_max_loss_pct_from_close,fwd10_max_gain_pct_from_close,fwd10_max_loss_pct_from_close,fwd5_reached_range_upper,fwd10_reached_range_upper,fwd5_broke_range_upper,fwd10_broke_range_upper,fwd5_hit_stop,fwd10_hit_stop,days_to_stop,fwd5_days_to_max_gain,fwd10_days_to_max_gain,forward_complete,forward_bars_available,next_open,gap_pct,fwd5_max_gain_pct_from_next_open,fwd5_max_loss_pct_from_next_open,fwd10_max_gain_pct_from_next_open,fwd10_max_loss_pct_from_next_open,stop_distance_pct_from_next_open,fwd5_hit_stop_from_next_open,fwd10_hit_stop_from_next_open,signal_index
2026-02-12,200A,NEXT FUNDS 日経半導体株指数連動型上場投信,ETF,etf,半導体・生成AI,A,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.7%）＋反発確認（終値 3,201円 > 前日高値 3,148円）。必ず日足を人間が確認する",2026-02-09,2026-02-12,3,3085.7705,3202.2334,3.7742,3201.2380,0.9915,2026-02-09,1,1,2899.5094,up,4.5512,10.4062,true,true,contracting,0.7753,3148.4814,1.6756,3070.3417,4.0889,D_upper_zone,reached_upper,3.2338,-1.3371,8.3022,-1.3371,true,true,true,true,false,false,,5,9,true,120,3185.3115,-0.4975,3.7500,-0.8437,8.8437,-0.8437,3.6094,false,false,121
2026-02-12,3778,さくらインターネット,情報・通信業,stock,AIインフラ・通信,C,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +4.6%）＋反発確認（終値 2,889円 > 前日高値 2,867円）。必ず日足を人間が確認する",2026-02-09,2026-02-12,3,2761.7236,2917.4261,5.6379,2889.4795,0.8205,2026-02-09,1,1,2766.7938,up,0.3548,4.4342,false,false,neutral,1.1098,2866.5234,0.8008,2747.9150,4.8993,C_near_upper,reached_upper,7.9447,-3.4542,7.9447,-3.4542,true,true,true,true,false,false,,4,4,true,120,2839.5748,-1.7271,9.8418,-1.7575,9.8418,-1.7575,3.2279,false,false,122
2026-02-12,5703,日本軽金属HD,非鉄金属,stock,非鉄・資源素材,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +5.4%）＋反発確認（終値 3,067円 > 前日高値 3,013円）。必ず日足を人間が確認する",2026-02-09,2026-02-12,3,2911.1886,3081.6856,5.8566,3066.9875,0.9138,2026-02-09,2,1,2752.0579,up,3.2725,11.4434,true,true,neutral,0.9939,3013.0949,1.7886,2896.6327,5.5545,D_upper_zone,stopped_out,-0.7987,-8.5304,1.4377,-8.5304,false,true,false,false,true,true,1,1,9,true,120,2998.3967,-2.2364,1.4706,-6.4379,3.7582,-6.4379,3.3939,true,true,122
2026-02-12,6752,パナソニックHD,電気機器,stock,電子部品・AI端末,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.8%）＋反発確認（終値 2,535円 > 前日高値 2,530円）。必ず日足を人間が確認する",2026-02-09,2026-02-12,3,2443.5408,2572.5660,5.2803,2535.3472,0.7115,2026-02-09,1,1,2218.5801,up,3.7589,14.2779,true,true,contracting,0.7186,2529.8883,0.2158,2431.3231,4.1030,B_late,stopped_out,0.0000,-8.7884,2.4075,-8.7884,false,true,false,false,true,true,1,5,9,true,120,2485.7222,-1.9573,1.9964,-6.9675,4.4520,-6.9675,2.1885,true,true,122
2026-02-12,6770,アルプスアルパイン,電気機器,stock,電子部品・AI端末,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +2.5%）＋反発確認（終値 2,170円 > 前日高値 2,164円）。必ず日足を人間が確認する",2026-02-09,2026-02-12,3,2116.6562,2202.4068,4.0512,2170.3735,0.6264,2026-02-09,1,1,1994.3584,up,1.6059,8.8257,false,false,neutral,0.8640,2163.9669,0.2961,2106.0729,2.9627,A_ideal,reached_upper,4.8138,-2.5204,8.7875,-2.5204,true,true,true,true,false,false,,5,9,true,120,2140.3114,-1.3851,6.2860,-1.1513,10.3155,-1.1513,1.5997,false,false,122
2026-02-12,8306,三菱UFJ,銀行業,stock,銀行・金利上昇,A,true,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +4.5%）＋反発確認（終値 3,027円 > 前日高値 3,000円）。必ず日足を人間が確認する",2026-02-09,2026-02-12,3,2897.0387,3029.0122,4.5555,3027.0498,0.9851,2026-02-09,2,1,2793.2457,up,3.2835,8.3703,false,true,neutral,1.0861,2999.5758,0.9159,2882.5536,4.7735,D_upper_zone,stopped_out,-1.2966,-6.7585,-1.2966,-8.9465,false,false,false,false,true,true,2,1,1,true,120,2958.3647,-2.2690,0.9950,-4.5937,0.9950,-6.8325,2.5626,true,true,122
2026-02-12,9104,商船三井,海運業,stock,造船・海運,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +5.0%）＋反発確認（終値 5,126円 > 前日高値 4,986円）。必ず日足を人間が確認する",2026-02-05,2026-02-12,5,4879.7533,5125.6592,5.0393,5125.6592,1.0000,2026-02-10,1,2,4808.2636,up,1.5017,6.6010,true,true,neutral,0.8200,4985.9846,2.8013,4855.3546,5.2736,D_upper_zone,reached_upper,4.3562,-1.6120,11.3030,-1.6120,true,true,true,true,false,false,,5,10,true,120,5113.8555,-0.2303,4.5970,-1.3849,11.5599,-1.3849,5.0549,false,false,122
2026-02-12,9107,川崎汽船,海運業,stock,造船・海運,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +1.5%）＋反発確認（終値 2,291円 > 前日高値 2,284円）。必ず日足を人間が確認する",2026-02-09,2026-02-12,3,2256.5486,2326.9893,3.1216,2291.2798,0.4931,2026-02-09,1,1,2216.4953,up,1.2885,3.3740,true,false,contracting,0.7664,2284.4316,0.2998,2245.2659,2.0082,A_ideal,stopped_out,1.8360,-2.6046,7.7284,-2.6046,true,true,true,true,true,true,3,5,9,true,120,2267.3105,-1.0461,2.9126,-1.5750,8.8673,-1.5750,0.9723,true,true,122
2026-02-13,7203,トヨタ,輸送用機器,stock,自動車・円安,B,true,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +4.0%）＋反発確認（終値 3,719円 > 前日高値 3,653円）。必ず日足を人間が確認する",2026-02-10,2026-02-13,3,3576.7429,3731.4394,4.3251,3718.6301,0.9172,2026-02-12,1,1,3537.3297,up,2.0687,5.1253,true,false,contracting,0.7506,3652.6132,1.8074,3558.8592,4.2965,D_upper_zone,stopped_out,0.3180,-4.4780,4.8490,-4.4780,false,true,false,true,true,true,5,4,10,true,119,3703.8502,-0.3975,0.7183,-4.0968,5.2674,-4.0968,3.9146,true,true,123
2026-02-16,6770,アルプスアルパイン,電気機器,stock,電子部品・AI端末,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +2.2%）＋反発確認（終値 2,163円 > 前日高値 2,163円）。必ず日足を人間が確認する",2026-02-09,2026-02-16,5,2115.6705,2202.4068,4.0997,2162.9812,0.5455,2026-02-13,0,2,2012.0013,up,1.9691,7.5040,true,false,contracting,0.6262,2162.9811,0.0000,2105.0921,2.6764,A_ideal,stopped_out,7.7466,-1.4126,9.1593,-2.7569,true,true,true,true,false,true,10,5,7,true,118,2158.5458,-0.2051,7.9680,-1.2100,9.3836,-2.5571,2.4764,false,true,124
2026-02-17,1813,不動テトラ,建設業,stock,建設・国土強靭化,C,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +4.6%）＋反発確認（終値 3,713円 > 前日高値 3,679円）。必ず日足を人間が確認する",2026-02-13,2026-02-17,3,3549.3918,3737.2160,5.2917,3713.1360,0.8718,2026-02-13,2,1,3176.4794,up,7.0658,16.8947,true,true,contracting,0.4238,3679.4240,0.9162,3531.6449,4.8878,D_upper_zone,stopped_out,3.1128,-2.9831,4.1504,-9.7276,true,true,true,true,false,true,10,5,7,true,117,3684.2399,-0.7782,3.9216,-2.2222,4.9673,-9.0196,4.1418,false,true,125
2026-02-17,1820,西松建設,建設業,stock,建設・国土強靭化,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.7%）＋反発確認（終値 6,398円 > 前日高値 6,374円）。必ず日足を人間が確認する",2026-02-13,2026-02-17,3,6166.7730,6513.0671,5.6155,6397.6357,0.6667,2026-02-16,1,1,5907.0719,up,2.2120,8.3047,true,false,neutral,0.9757,6374.1581,0.3683,6135.9391,4.0905,B_late,stopped_out,3.8685,-0.1529,5.3670,-5.7645,true,true,true,true,false,true,10,5,7,true,117,6392.7445,-0.0765,3.9480,-0.0765,5.4476,-5.6924,4.0171,false,true,125
2026-02-17,6645,オムロン,電気機器,stock,電子部品・AI端末,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.7%）＋反発確認（終値 4,802円 > 前日高値 4,737円）。必ず日足を人間が確認する",2026-02-13,2026-02-17,3,4632.4633,4859.7874,4.9072,4802.4619,0.7478,2026-02-16,0,1,4160.6183,up,3.9058,15.4266,true,false,contracting,0.4591,4737.2300,1.3770,4609.3010,4.0221,B_late,reached_upper,16.3820,-1.5229,16.3820,-2.4285,true,true,true,true,false,false,,5,5,true,117,4771.8228,-0.6380,17.1292,-0.8906,17.1292,-1.8020,3.4059,false,false,125
2026-02-18,1803,清水建設,建設業,stock,建設・国土強靭化,B,true,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +6.1%）＋反発確認（終値 3,348円 > 前日高値 3,277円）。必ず日足を人間が確認する",2026-02-13,2026-02-18,4,3156.6303,3399.3724,7.6899,3348.2688,0.7895,2026-02-16,2,1,2951.2725,up,3.8381,13.4517,true,true,contracting,0.6026,3276.5273,2.1896,3140.8472,6.1949,B_late,reached_upper,3.6689,-1.8785,6.1931,-4.6082,true,true,true,true,false,false,,2,8,true,116,3355.1482,0.2055,3.4564,-2.0797,5.9754,-4.8037,6.3872,false,false,126
2026-02-18,1812,鹿島建設,建設業,stock,建設・国土強靭化,B,true,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.2%）＋反発確認（終値 6,847円 > 前日高値 6,832円）。必ず日足を人間が確認する",2026-02-16,2026-02-18,3,6633.3008,7080.5781,6.7429,6847.0879,0.4780,2026-02-17,1,1,6630.0301,up,2.8192,3.2739,true,false,contracting,0.5261,6832.3097,0.2163,6600.1343,3.6067,A_ideal,stopped_out,2.7050,-2.0719,2.9640,-9.6978,false,false,false,false,false,true,9,2,6,true,116,6847.0879,-0.0000,2.7050,-2.0719,2.9640,-9.6978,3.6067,false,true,126
2026-02-18,2644,GX 半導体関連-日本株式 ETF,ETF,etf,半導体・生成AI,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +2.1%）＋反発確認（終値 3,291円 > 前日高値 3,282円）。必ず日足を人間が確認する",2026-02-12,2026-02-18,5,3222.3269,3354.8879,4.1138,3291.0991,0.5188,2026-02-17,1,1,3133.8201,up,3.3732,5.0188,true,true,contracting,0.6258,3282.1288,0.2733,3206.2153,2.5792,A_ideal,stopped_out,8.3889,-0.0909,8.3889,-6.6626,true,true,true,true,false,true,9,5,5,true,116,3349.9044,1.7868,6.4862,-1.8447,6.4862,-8.3011,4.2893,false,true,125
